Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-05-31T15:30:00+00:00;31.05.2023 16:30:00;2023-05-31T15:45:00+00:00;31.05.2023 16:45:00;339.9;9.6;8.19;17.83
2023-05-31T16:15:00+00:00;31.05.2023 17:15:00;2023-05-31T16:30:00+00:00;31.05.2023 17:30:00;340.2;9.6;8.19;17.86
2023-05-31T17:00:00+00:00;31.05.2023 18:00:00;2023-05-31T17:15:00+00:00;31.05.2023 18:15:00;340.2;9.58;8.19;17.91
2023-05-31T21:45:00+00:00;31.05.2023 22:45:00;2023-05-31T22:00:00+00:00;31.05.2023 23:00:00;338.9;9.57;8.22;17.85
2023-05-31T22:00:00+00:00;31.05.2023 23:00:00;2023-05-31T22:15:00+00:00;31.05.2023 23:15:00;339.1;9.56;8.23;17.86
2023-05-31T22:15:00+00:00;31.05.2023 23:15:00;2023-05-31T22:30:00+00:00;31.05.2023 23:30:00;339.5;9.56;8.22;17.86
2023-05-31T23:00:00+00:00;01.06.2023 00:00:00;2023-05-31T23:15:00+00:00;01.06.2023 00:15:00;339.6;9.53;8.23;17.86
2023-05-24T02:30:00+00:00;24.05.2023 03:30:00;2023-05-24T02:45:00+00:00;24.05.2023 03:45:00;344.7;9.91;8.14;15.35
2023-05-24T02:15:00+00:00;24.05.2023 03:15:00;2023-05-24T02:30:00+00:00;24.05.2023 03:30:00;345.0;9.92;8.15;15.39
2023-05-24T04:00:00+00:00;24.05.2023 05:00:00;2023-05-24T04:15:00+00:00;24.05.2023 05:15:00;340.9;9.98;8.13;15.11
2023-05-24T05:00:00+00:00;24.05.2023 06:00:00;2023-05-24T05:15:00+00:00;24.05.2023 06:15:00;339.5;10.04;8.12;15.05
2023-05-19T21:45:00+00:00;19.05.2023 22:45:00;2023-05-19T22:00:00+00:00;19.05.2023 23:00:00;346.4;11.35;8.2;12.7
2023-05-19T22:00:00+00:00;19.05.2023 23:00:00;2023-05-19T22:15:00+00:00;19.05.2023 23:15:00;346.6;11.35;8.19;12.7
2023-05-19T23:30:00+00:00;20.05.2023 00:30:00;2023-05-19T23:45:00+00:00;20.05.2023 00:45:00;345.4;11.37;8.19;12.74
2023-05-20T00:00:00+00:00;20.05.2023 01:00:00;2023-05-20T00:15:00+00:00;20.05.2023 01:15:00;345.3;11.36;8.19;12.76
2023-05-20T03:15:00+00:00;20.05.2023 04:15:00;2023-05-20T03:30:00+00:00;20.05.2023 04:30:00;343.9;11.29;8.19;12.82
2023-05-20T04:00:00+00:00;20.05.2023 05:00:00;2023-05-20T04:15:00+00:00;20.05.2023 05:15:00;343.1;11.25;8.19;12.8
2023-05-20T04:15:00+00:00;20.05.2023 05:15:00;2023-05-20T04:30:00+00:00;20.05.2023 05:30:00;343.0;11.24;8.19;12.8
2023-05-20T05:00:00+00:00;20.05.2023 06:00:00;2023-05-20T05:15:00+00:00;20.05.2023 06:15:00;342.1;11.22;8.19;12.8
2023-05-20T06:00:00+00:00;20.05.2023 07:00:00;2023-05-20T06:15:00+00:00;20.05.2023 07:15:00;341.8;11.27;8.19;12.78
2023-05-20T06:15:00+00:00;20.05.2023 07:15:00;2023-05-20T06:30:00+00:00;20.05.2023 07:30:00;341.7;11.28;8.19;12.78
2023-05-20T05:45:00+00:00;20.05.2023 06:45:00;2023-05-20T06:00:00+00:00;20.05.2023 07:00:00;341.5;11.27;8.19;12.78
2023-05-20T07:00:00+00:00;20.05.2023 08:00:00;2023-05-20T07:15:00+00:00;20.05.2023 08:15:00;341.3;11.24;8.19;12.77
2023-05-20T07:15:00+00:00;20.05.2023 08:15:00;2023-05-20T07:30:00+00:00;20.05.2023 08:30:00;341.7;11.22;8.19;12.77
2023-05-20T07:30:00+00:00;20.05.2023 08:30:00;2023-05-20T07:45:00+00:00;20.05.2023 08:45:00;341.8;11.21;8.19;12.77
2023-05-20T07:45:00+00:00;20.05.2023 08:45:00;2023-05-20T08:00:00+00:00;20.05.2023 09:00:00;341.8;11.19;8.19;12.77
2023-05-20T08:45:00+00:00;20.05.2023 09:45:00;2023-05-20T09:00:00+00:00;20.05.2023 10:00:00;342.2;11.16;8.19;12.78
2023-05-20T09:30:00+00:00;20.05.2023 10:30:00;2023-05-20T09:45:00+00:00;20.05.2023 10:45:00;342.4;11.15;8.19;12.78
2023-05-20T10:15:00+00:00;20.05.2023 11:15:00;2023-05-20T10:30:00+00:00;20.05.2023 11:30:00;343.0;11.1;8.19;12.8
2023-05-20T12:00:00+00:00;20.05.2023 13:00:00;2023-05-20T12:15:00+00:00;20.05.2023 13:15:00;343.8;11.1;8.19;12.89
2023-05-20T11:30:00+00:00;20.05.2023 12:30:00;2023-05-20T11:45:00+00:00;20.05.2023 12:45:00;344.6;11.1;8.19;12.86
2023-05-20T11:45:00+00:00;20.05.2023 12:45:00;2023-05-20T12:00:00+00:00;20.05.2023 13:00:00;343.9;11.1;8.19;12.88
2023-05-20T12:15:00+00:00;20.05.2023 13:15:00;2023-05-20T12:30:00+00:00;20.05.2023 13:30:00;344.3;11.07;8.19;12.91
2023-05-20T14:15:00+00:00;20.05.2023 15:15:00;2023-05-20T14:30:00+00:00;20.05.2023 15:30:00;343.8;11.08;8.2;13.04
2023-05-20T13:45:00+00:00;20.05.2023 14:45:00;2023-05-20T14:00:00+00:00;20.05.2023 15:00:00;344.2;11.09;8.2;13.01
2023-05-20T14:45:00+00:00;20.05.2023 15:45:00;2023-05-20T15:00:00+00:00;20.05.2023 16:00:00;344.0;11.06;8.2;13.04
2023-05-20T16:30:00+00:00;20.05.2023 17:30:00;2023-05-20T16:45:00+00:00;20.05.2023 17:45:00;343.6;11.04;8.2;13.06
2023-05-20T18:00:00+00:00;20.05.2023 19:00:00;2023-05-20T18:15:00+00:00;20.05.2023 19:15:00;342.7;11.06;8.2;13.05
2023-05-20T18:30:00+00:00;20.05.2023 19:30:00;2023-05-20T18:45:00+00:00;20.05.2023 19:45:00;342.9;11.04;8.2;13.05
2023-05-20T17:45:00+00:00;20.05.2023 18:45:00;2023-05-20T18:00:00+00:00;20.05.2023 19:00:00;342.8;11.06;8.2;13.05
2023-05-20T19:00:00+00:00;20.05.2023 20:00:00;2023-05-20T19:15:00+00:00;20.05.2023 20:15:00;343.3;11.02;8.2;13.05
2023-05-20T19:45:00+00:00;20.05.2023 20:45:00;2023-05-20T20:00:00+00:00;20.05.2023 21:00:00;343.0;11.0;8.2;13.04
2023-05-20T21:30:00+00:00;20.05.2023 22:30:00;2023-05-20T21:45:00+00:00;20.05.2023 22:45:00;342.3;10.96;8.19;13.02
2023-05-20T23:00:00+00:00;21.05.2023 00:00:00;2023-05-20T23:15:00+00:00;21.05.2023 00:15:00;342.2;10.94;8.19;13.03
2023-05-20T23:15:00+00:00;21.05.2023 00:15:00;2023-05-20T23:30:00+00:00;21.05.2023 00:30:00;342.4;10.94;8.18;13.03
2023-05-20T23:30:00+00:00;21.05.2023 00:30:00;2023-05-20T23:45:00+00:00;21.05.2023 00:45:00;342.5;10.94;8.18;13.03
2023-05-20T23:45:00+00:00;21.05.2023 00:45:00;2023-05-21T00:00:00+00:00;21.05.2023 01:00:00;342.4;10.94;8.18;13.02
2023-05-21T00:30:00+00:00;21.05.2023 01:30:00;2023-05-21T00:45:00+00:00;21.05.2023 01:45:00;342.0;10.93;8.18;13.01
2023-05-21T02:15:00+00:00;21.05.2023 03:15:00;2023-05-21T02:30:00+00:00;21.05.2023 03:30:00;341.8;10.95;8.18;13.0
2023-05-21T02:30:00+00:00;21.05.2023 03:30:00;2023-05-21T02:45:00+00:00;21.05.2023 03:45:00;342.1;10.94;8.17;13.0
2023-05-21T02:45:00+00:00;21.05.2023 03:45:00;2023-05-21T03:00:00+00:00;21.05.2023 04:00:00;341.7;10.95;8.17;13.0
2023-05-21T03:30:00+00:00;21.05.2023 04:30:00;2023-05-21T03:45:00+00:00;21.05.2023 04:45:00;341.8;10.96;8.17;13.01
2023-05-21T04:45:00+00:00;21.05.2023 05:45:00;2023-05-21T05:00:00+00:00;21.05.2023 06:00:00;340.5;10.98;8.17;13.01
2023-05-21T05:15:00+00:00;21.05.2023 06:15:00;2023-05-21T05:30:00+00:00;21.05.2023 06:30:00;340.2;10.98;8.17;13.01
2023-05-21T05:45:00+00:00;21.05.2023 06:45:00;2023-05-21T06:00:00+00:00;21.05.2023 07:00:00;340.3;11.0;8.17;13.01
2023-05-21T06:00:00+00:00;21.05.2023 07:00:00;2023-05-21T06:15:00+00:00;21.05.2023 07:15:00;340.2;10.99;8.17;13.01
2023-05-21T07:00:00+00:00;21.05.2023 08:00:00;2023-05-21T07:15:00+00:00;21.05.2023 08:15:00;339.9;11.01;8.17;13.02
2023-05-21T07:15:00+00:00;21.05.2023 08:15:00;2023-05-21T07:30:00+00:00;21.05.2023 08:30:00;339.4;11.02;8.17;13.03
2023-05-21T08:00:00+00:00;21.05.2023 09:00:00;2023-05-21T08:15:00+00:00;21.05.2023 09:15:00;340.0;11.01;8.17;13.05
2023-05-21T08:30:00+00:00;21.05.2023 09:30:00;2023-05-21T08:45:00+00:00;21.05.2023 09:45:00;340.1;11.0;8.17;13.06
2023-05-21T08:15:00+00:00;21.05.2023 09:15:00;2023-05-21T08:30:00+00:00;21.05.2023 09:30:00;339.6;11.01;8.17;13.05
2023-05-21T09:00:00+00:00;21.05.2023 10:00:00;2023-05-21T09:15:00+00:00;21.05.2023 10:15:00;340.9;10.95;8.17;13.07
2023-05-21T09:30:00+00:00;21.05.2023 10:30:00;2023-05-21T09:45:00+00:00;21.05.2023 10:45:00;340.8;10.93;8.18;13.09
2023-05-21T10:45:00+00:00;21.05.2023 11:45:00;2023-05-21T11:00:00+00:00;21.05.2023 12:00:00;343.8;10.87;8.17;13.16
2023-05-21T11:15:00+00:00;21.05.2023 12:15:00;2023-05-21T11:30:00+00:00;21.05.2023 12:30:00;343.5;10.85;8.18;13.22
2023-05-21T11:30:00+00:00;21.05.2023 12:30:00;2023-05-21T11:45:00+00:00;21.05.2023 12:45:00;343.2;10.85;8.18;13.25
2023-05-21T11:45:00+00:00;21.05.2023 12:45:00;2023-05-21T12:00:00+00:00;21.05.2023 13:00:00;342.6;10.85;8.18;13.27
2023-05-21T12:45:00+00:00;21.05.2023 13:45:00;2023-05-21T13:00:00+00:00;21.05.2023 14:00:00;340.9;10.84;8.18;13.39
2023-05-21T13:00:00+00:00;21.05.2023 14:00:00;2023-05-21T13:15:00+00:00;21.05.2023 14:15:00;341.1;10.84;8.18;13.42
2023-05-21T13:30:00+00:00;21.05.2023 14:30:00;2023-05-21T13:45:00+00:00;21.05.2023 14:45:00;340.7;10.83;8.18;13.48
2023-05-21T14:00:00+00:00;21.05.2023 15:00:00;2023-05-21T14:15:00+00:00;21.05.2023 15:15:00;340.1;10.84;8.18;13.56
2023-05-21T15:30:00+00:00;21.05.2023 16:30:00;2023-05-21T15:45:00+00:00;21.05.2023 16:45:00;341.4;10.81;8.18;13.72
2023-05-21T16:00:00+00:00;21.05.2023 17:00:00;2023-05-21T16:15:00+00:00;21.05.2023 17:15:00;341.5;10.81;8.18;13.77
2023-05-21T19:30:00+00:00;21.05.2023 20:30:00;2023-05-21T19:45:00+00:00;21.05.2023 20:45:00;342.1;10.77;8.2;13.99
2023-05-21T20:15:00+00:00;21.05.2023 21:15:00;2023-05-21T20:30:00+00:00;21.05.2023 21:30:00;342.4;10.73;8.2;14.0
2023-05-21T20:30:00+00:00;21.05.2023 21:30:00;2023-05-21T20:45:00+00:00;21.05.2023 21:45:00;342.6;10.72;8.19;14.0
2023-05-21T21:00:00+00:00;21.05.2023 22:00:00;2023-05-21T21:15:00+00:00;21.05.2023 22:15:00;342.4;10.69;8.19;14.0
2023-05-21T20:45:00+00:00;21.05.2023 21:45:00;2023-05-21T21:00:00+00:00;21.05.2023 22:00:00;342.8;10.7;8.19;14.0
2023-05-21T22:15:00+00:00;21.05.2023 23:15:00;2023-05-21T22:30:00+00:00;21.05.2023 23:30:00;341.7;10.63;8.19;13.99
2023-05-22T00:00:00+00:00;22.05.2023 01:00:00;2023-05-22T00:15:00+00:00;22.05.2023 01:15:00;340.4;10.57;8.18;13.97
2023-05-21T23:15:00+00:00;22.05.2023 00:15:00;2023-05-21T23:30:00+00:00;22.05.2023 00:30:00;340.5;10.59;8.18;13.97
2023-05-21T23:30:00+00:00;22.05.2023 00:30:00;2023-05-21T23:45:00+00:00;22.05.2023 00:45:00;340.5;10.58;8.18;13.96
2023-05-22T00:15:00+00:00;22.05.2023 01:15:00;2023-05-22T00:30:00+00:00;22.05.2023 01:30:00;341.3;10.57;8.17;13.98
2023-05-22T00:30:00+00:00;22.05.2023 01:30:00;2023-05-22T00:45:00+00:00;22.05.2023 01:45:00;341.2;10.57;8.17;13.98
2023-06-12T06:00:00+00:00;12.06.2023 07:00:00;2023-06-12T06:15:00+00:00;12.06.2023 07:15:00;340.4;8.45;8.11;21.68
2023-05-22T01:00:00+00:00;22.05.2023 02:00:00;2023-05-22T01:15:00+00:00;22.05.2023 02:15:00;342.4;10.57;8.17;14.0
2023-06-12T06:15:00+00:00;12.06.2023 07:15:00;2023-06-12T06:30:00+00:00;12.06.2023 07:30:00;340.4;8.45;8.11;21.68
2023-05-22T01:45:00+00:00;22.05.2023 02:45:00;2023-05-22T02:00:00+00:00;22.05.2023 03:00:00;342.4;10.58;8.17;14.01
2023-05-22T02:30:00+00:00;22.05.2023 03:30:00;2023-05-22T02:45:00+00:00;22.05.2023 03:45:00;341.9;10.58;8.16;14.02
2023-05-22T03:30:00+00:00;22.05.2023 04:30:00;2023-05-22T03:45:00+00:00;22.05.2023 04:45:00;341.7;10.59;8.16;14.03
2023-05-22T05:15:00+00:00;22.05.2023 06:15:00;2023-05-22T05:30:00+00:00;22.05.2023 06:30:00;340.9;10.63;8.16;14.06
2023-05-22T07:00:00+00:00;22.05.2023 08:00:00;2023-05-22T07:15:00+00:00;22.05.2023 08:15:00;340.1;10.61;8.15;14.07
2023-06-12T07:30:00+00:00;12.06.2023 08:30:00;2023-06-12T07:45:00+00:00;12.06.2023 08:45:00;343.9;8.52;8.14;21.7
2023-06-12T07:00:00+00:00;12.06.2023 08:00:00;2023-06-12T07:15:00+00:00;12.06.2023 08:15:00;340.3;8.49;8.13;21.69
2023-05-22T07:45:00+00:00;22.05.2023 08:45:00;2023-05-22T08:00:00+00:00;22.05.2023 09:00:00;340.5;10.61;8.16;14.07
2023-05-22T09:45:00+00:00;22.05.2023 10:45:00;2023-05-22T10:00:00+00:00;22.05.2023 11:00:00;341.9;10.59;8.16;14.12
2023-05-22T10:30:00+00:00;22.05.2023 11:30:00;2023-05-22T10:45:00+00:00;22.05.2023 11:45:00;342.0;10.63;8.16;14.17
2023-05-22T10:15:00+00:00;22.05.2023 11:15:00;2023-05-22T10:30:00+00:00;22.05.2023 11:30:00;341.6;10.63;8.16;14.16
2023-05-22T11:00:00+00:00;22.05.2023 12:00:00;2023-05-22T11:15:00+00:00;22.05.2023 12:15:00;341.8;10.6;8.17;14.21
2023-05-22T11:15:00+00:00;22.05.2023 12:15:00;2023-05-22T11:30:00+00:00;22.05.2023 12:30:00;341.7;10.59;8.17;14.23
2023-05-22T10:45:00+00:00;22.05.2023 11:45:00;2023-05-22T11:00:00+00:00;22.05.2023 12:00:00;342.4;10.62;8.16;14.19
2023-05-22T12:00:00+00:00;22.05.2023 13:00:00;2023-05-22T12:15:00+00:00;22.05.2023 13:15:00;341.3;10.61;8.17;14.31
2023-05-22T13:45:00+00:00;22.05.2023 14:45:00;2023-05-22T14:00:00+00:00;22.05.2023 15:00:00;341.8;10.56;8.17;14.53
2023-05-22T14:15:00+00:00;22.05.2023 15:15:00;2023-05-22T14:30:00+00:00;22.05.2023 15:30:00;341.8;10.53;8.17;14.6
2023-05-22T14:30:00+00:00;22.05.2023 15:30:00;2023-05-22T14:45:00+00:00;22.05.2023 15:45:00;341.9;10.54;8.17;14.65
2023-05-22T15:45:00+00:00;22.05.2023 16:45:00;2023-05-22T16:00:00+00:00;22.05.2023 17:00:00;340.5;10.54;8.18;14.78
2023-05-22T18:00:00+00:00;22.05.2023 19:00:00;2023-05-22T18:15:00+00:00;22.05.2023 19:15:00;340.5;10.55;8.19;14.87
2023-05-22T18:15:00+00:00;22.05.2023 19:15:00;2023-05-22T18:30:00+00:00;22.05.2023 19:30:00;341.1;10.56;8.19;14.9
2023-05-22T21:00:00+00:00;22.05.2023 22:00:00;2023-05-22T21:15:00+00:00;22.05.2023 22:15:00;340.5;10.44;8.19;14.91
2023-05-22T21:45:00+00:00;22.05.2023 22:45:00;2023-05-22T22:00:00+00:00;22.05.2023 23:00:00;339.7;10.43;8.18;14.89
2023-05-22T23:45:00+00:00;23.05.2023 00:45:00;2023-05-23T00:00:00+00:00;23.05.2023 01:00:00;334.2;10.42;8.17;14.79
2023-05-23T01:15:00+00:00;23.05.2023 02:15:00;2023-05-23T01:30:00+00:00;23.05.2023 02:30:00;336.5;10.4;8.17;14.81
2023-05-23T00:45:00+00:00;23.05.2023 01:45:00;2023-05-23T01:00:00+00:00;23.05.2023 02:00:00;335.8;10.41;8.17;14.81
2023-05-23T01:45:00+00:00;23.05.2023 02:45:00;2023-05-23T02:00:00+00:00;23.05.2023 03:00:00;337.9;10.4;8.16;14.83
2023-05-23T11:30:00+00:00;23.05.2023 12:30:00;2023-05-23T11:45:00+00:00;23.05.2023 12:45:00;334.4;10.42;8.15;14.76
2023-05-23T13:00:00+00:00;23.05.2023 14:00:00;2023-05-23T13:15:00+00:00;23.05.2023 14:15:00;335.8;10.38;8.15;14.86
2023-05-23T12:45:00+00:00;23.05.2023 13:45:00;2023-05-23T13:00:00+00:00;23.05.2023 14:00:00;335.7;10.38;8.15;14.85
2023-05-23T15:00:00+00:00;23.05.2023 16:00:00;2023-05-23T15:15:00+00:00;23.05.2023 16:15:00;339.8;10.33;8.16;15.17
2023-05-23T15:45:00+00:00;23.05.2023 16:45:00;2023-05-23T16:00:00+00:00;23.05.2023 17:00:00;341.4;10.29;8.17;15.29
2023-05-23T16:00:00+00:00;23.05.2023 17:00:00;2023-05-23T16:15:00+00:00;23.05.2023 17:15:00;342.2;10.28;8.17;15.33
2023-05-23T16:15:00+00:00;23.05.2023 17:15:00;2023-05-23T16:30:00+00:00;23.05.2023 17:30:00;342.3;10.26;8.17;15.36
2023-05-23T17:30:00+00:00;23.05.2023 18:30:00;2023-05-23T17:45:00+00:00;23.05.2023 18:45:00;344.3;10.22;8.18;15.48
2023-05-23T17:45:00+00:00;23.05.2023 18:45:00;2023-05-23T18:00:00+00:00;23.05.2023 19:00:00;344.2;10.22;8.18;15.51
2023-05-23T19:30:00+00:00;23.05.2023 20:30:00;2023-05-23T19:45:00+00:00;23.05.2023 20:45:00;342.8;10.14;8.18;15.55
2023-06-13T06:15:00+00:00;13.06.2023 07:15:00;2023-06-13T06:30:00+00:00;13.06.2023 07:30:00;339.3;8.31;8.08;21.7
2023-05-23T19:45:00+00:00;23.05.2023 20:45:00;2023-05-23T20:00:00+00:00;23.05.2023 21:00:00;342.8;10.13;8.18;15.55
2023-05-23T21:15:00+00:00;23.05.2023 22:15:00;2023-05-23T21:30:00+00:00;23.05.2023 22:30:00;343.6;10.06;8.18;15.53
2023-05-23T20:45:00+00:00;23.05.2023 21:45:00;2023-05-23T21:00:00+00:00;23.05.2023 22:00:00;342.7;10.07;8.18;15.53
2023-05-23T22:00:00+00:00;23.05.2023 23:00:00;2023-05-23T22:15:00+00:00;23.05.2023 23:15:00;344.1;10.05;8.18;15.53
2023-05-23T22:15:00+00:00;23.05.2023 23:15:00;2023-05-23T22:30:00+00:00;23.05.2023 23:30:00;343.5;10.05;8.18;15.54
2023-05-23T22:30:00+00:00;23.05.2023 23:30:00;2023-05-23T22:45:00+00:00;23.05.2023 23:45:00;343.7;10.04;8.18;15.54
2023-05-23T21:45:00+00:00;23.05.2023 22:45:00;2023-05-23T22:00:00+00:00;23.05.2023 23:00:00;343.5;10.05;8.18;15.53
2023-05-23T22:45:00+00:00;23.05.2023 23:45:00;2023-05-23T23:00:00+00:00;24.05.2023 00:00:00;344.1;10.03;8.17;15.55
2023-05-24T00:30:00+00:00;24.05.2023 01:30:00;2023-05-24T00:45:00+00:00;24.05.2023 01:45:00;348.2;9.88;8.16;15.56
2023-05-23T23:45:00+00:00;24.05.2023 00:45:00;2023-05-24T00:00:00+00:00;24.05.2023 01:00:00;348.1;9.93;8.17;15.56
2023-05-23T04:45:00+00:00;23.05.2023 05:45:00;2023-05-23T05:00:00+00:00;23.05.2023 06:00:00;338.3;10.44;8.16;14.84
2023-05-23T05:15:00+00:00;23.05.2023 06:15:00;2023-05-23T05:30:00+00:00;23.05.2023 06:30:00;338.2;10.45;8.16;14.84
2023-05-23T05:30:00+00:00;23.05.2023 06:30:00;2023-05-23T05:45:00+00:00;23.05.2023 06:45:00;338.4;10.45;8.16;14.83
2023-05-23T04:30:00+00:00;23.05.2023 05:30:00;2023-05-23T04:45:00+00:00;23.05.2023 05:45:00;338.5;10.43;8.16;14.84
2023-05-23T03:00:00+00:00;23.05.2023 04:00:00;2023-05-23T03:15:00+00:00;23.05.2023 04:15:00;339.0;10.4;8.17;14.85
2023-05-23T03:15:00+00:00;23.05.2023 04:15:00;2023-05-23T03:30:00+00:00;23.05.2023 04:30:00;339.6;10.41;8.16;14.86
2023-05-23T05:45:00+00:00;23.05.2023 06:45:00;2023-05-23T06:00:00+00:00;23.05.2023 07:00:00;338.1;10.45;8.16;14.83
2023-05-23T06:00:00+00:00;23.05.2023 07:00:00;2023-05-23T06:15:00+00:00;23.05.2023 07:15:00;338.1;10.45;8.16;14.83
2023-05-23T07:15:00+00:00;23.05.2023 08:15:00;2023-05-23T07:30:00+00:00;23.05.2023 08:30:00;339.7;10.46;8.15;14.83
2023-05-23T06:45:00+00:00;23.05.2023 07:45:00;2023-05-23T07:00:00+00:00;23.05.2023 08:00:00;338.1;10.46;8.15;14.83
2023-05-23T08:00:00+00:00;23.05.2023 09:00:00;2023-05-23T08:15:00+00:00;23.05.2023 09:15:00;338.9;10.46;8.16;14.83
2023-05-23T08:45:00+00:00;23.05.2023 09:45:00;2023-05-23T09:00:00+00:00;23.05.2023 10:00:00;338.7;10.46;8.16;14.83
2023-06-13T08:15:00+00:00;13.06.2023 09:15:00;2023-06-13T08:30:00+00:00;13.06.2023 09:30:00;342.3;8.41;8.13;21.79
2023-05-24T06:30:00+00:00;24.05.2023 07:30:00;2023-05-24T06:45:00+00:00;24.05.2023 07:45:00;341.1;10.08;8.12;15.01
2023-05-24T07:15:00+00:00;24.05.2023 08:15:00;2023-05-24T07:30:00+00:00;24.05.2023 08:30:00;346.1;10.08;8.12;14.99
2023-05-24T05:45:00+00:00;24.05.2023 06:45:00;2023-05-24T06:00:00+00:00;24.05.2023 07:00:00;340.2;10.06;8.12;15.02
2023-05-24T06:45:00+00:00;24.05.2023 07:45:00;2023-05-24T07:00:00+00:00;24.05.2023 08:00:00;341.1;10.08;8.13;15.0
2023-05-24T07:30:00+00:00;24.05.2023 08:30:00;2023-05-24T07:45:00+00:00;24.05.2023 08:45:00;346.0;10.1;8.12;14.98
2023-05-24T08:15:00+00:00;24.05.2023 09:15:00;2023-05-24T08:30:00+00:00;24.05.2023 09:30:00;346.5;10.13;8.12;14.96
2023-05-24T08:30:00+00:00;24.05.2023 09:30:00;2023-05-24T08:45:00+00:00;24.05.2023 09:45:00;346.0;10.14;8.12;14.95
2023-05-24T10:30:00+00:00;24.05.2023 11:30:00;2023-05-24T10:45:00+00:00;24.05.2023 11:45:00;347.6;10.11;8.12;14.89
2023-05-24T14:30:00+00:00;24.05.2023 15:30:00;2023-05-24T14:45:00+00:00;24.05.2023 15:45:00;346.6;10.02;8.11;14.87
2023-05-24T14:45:00+00:00;24.05.2023 15:45:00;2023-05-24T15:00:00+00:00;24.05.2023 16:00:00;345.8;10.02;8.11;14.88
2023-05-24T18:30:00+00:00;24.05.2023 19:30:00;2023-05-24T18:45:00+00:00;24.05.2023 19:45:00;343.0;9.98;8.12;14.99
2023-05-24T22:00:00+00:00;24.05.2023 23:00:00;2023-05-24T22:15:00+00:00;24.05.2023 23:15:00;342.8;9.89;8.12;14.92
2023-05-24T22:30:00+00:00;24.05.2023 23:30:00;2023-05-24T22:45:00+00:00;24.05.2023 23:45:00;342.0;9.88;8.12;14.89
2023-05-24T21:45:00+00:00;24.05.2023 22:45:00;2023-05-24T22:00:00+00:00;24.05.2023 23:00:00;342.8;9.89;8.13;14.94
2023-05-24T23:30:00+00:00;25.05.2023 00:30:00;2023-05-24T23:45:00+00:00;25.05.2023 00:45:00;343.3;9.84;8.12;14.85
2023-05-24T16:30:00+00:00;24.05.2023 17:30:00;2023-05-24T16:45:00+00:00;24.05.2023 17:45:00;344.4;9.98;8.11;14.93
2023-06-13T07:30:00+00:00;13.06.2023 08:30:00;2023-06-13T07:45:00+00:00;13.06.2023 08:45:00;342.5;8.39;8.11;21.73
2023-06-13T03:00:00+00:00;13.06.2023 04:00:00;2023-06-13T03:15:00+00:00;13.06.2023 04:15:00;343.2;8.34;8.06;21.84
2023-06-13T03:15:00+00:00;13.06.2023 04:15:00;2023-06-13T03:30:00+00:00;13.06.2023 04:30:00;343.1;8.34;8.05;21.82
2023-06-13T04:00:00+00:00;13.06.2023 05:00:00;2023-06-13T04:15:00+00:00;13.06.2023 05:15:00;341.0;8.31;8.06;21.79
2023-06-13T04:30:00+00:00;13.06.2023 05:30:00;2023-06-13T04:45:00+00:00;13.06.2023 05:45:00;340.0;8.3;8.06;21.75
2023-05-24T17:30:00+00:00;24.05.2023 18:30:00;2023-05-24T17:45:00+00:00;24.05.2023 18:45:00;343.4;9.99;8.12;14.98
2023-06-13T04:45:00+00:00;13.06.2023 05:45:00;2023-06-13T05:00:00+00:00;13.06.2023 06:00:00;339.2;8.31;8.07;21.74
2023-06-13T05:00:00+00:00;13.06.2023 06:00:00;2023-06-13T05:15:00+00:00;13.06.2023 06:15:00;338.8;8.31;8.07;21.73
2023-05-24T20:30:00+00:00;24.05.2023 21:30:00;2023-05-24T20:45:00+00:00;24.05.2023 21:45:00;343.7;9.91;8.13;14.99
2023-05-24T20:45:00+00:00;24.05.2023 21:45:00;2023-05-24T21:00:00+00:00;24.05.2023 22:00:00;343.7;9.9;8.13;14.99
2023-05-25T00:15:00+00:00;25.05.2023 01:15:00;2023-05-25T00:30:00+00:00;25.05.2023 01:30:00;342.9;9.82;8.11;14.83
2023-05-25T01:00:00+00:00;25.05.2023 02:00:00;2023-05-25T01:15:00+00:00;25.05.2023 02:15:00;342.6;9.8;8.11;14.83
2023-05-25T01:15:00+00:00;25.05.2023 02:15:00;2023-05-25T01:30:00+00:00;25.05.2023 02:30:00;342.7;9.79;8.11;14.83
2023-05-25T01:30:00+00:00;25.05.2023 02:30:00;2023-05-25T01:45:00+00:00;25.05.2023 02:45:00;343.3;9.79;8.1;14.83
2023-05-25T03:00:00+00:00;25.05.2023 04:00:00;2023-05-25T03:15:00+00:00;25.05.2023 04:15:00;346.1;9.76;8.1;14.87
2023-05-25T04:15:00+00:00;25.05.2023 05:15:00;2023-05-25T04:30:00+00:00;25.05.2023 05:30:00;347.1;9.78;8.09;14.88
2023-05-25T06:00:00+00:00;25.05.2023 07:00:00;2023-05-25T06:15:00+00:00;25.05.2023 07:15:00;347.2;9.86;8.1;14.86
2023-05-25T07:45:00+00:00;25.05.2023 08:45:00;2023-05-25T08:00:00+00:00;25.05.2023 09:00:00;347.0;9.94;8.1;14.85
2023-05-25T10:45:00+00:00;25.05.2023 11:45:00;2023-05-25T11:00:00+00:00;25.05.2023 12:00:00;339.4;10.03;8.11;14.8
