Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-06-10T19:15:00+00:00;10.06.2023 20:15:00;2023-06-10T19:30:00+00:00;10.06.2023 20:30:00;345.7;9.25;8.18;21.45
2023-06-10T21:45:00+00:00;10.06.2023 22:45:00;2023-06-10T22:00:00+00:00;10.06.2023 23:00:00;346.0;9.03;8.13;21.33
2023-06-10T22:15:00+00:00;10.06.2023 23:15:00;2023-06-10T22:30:00+00:00;10.06.2023 23:30:00;345.7;9.0;8.13;21.3
2023-06-10T23:15:00+00:00;11.06.2023 00:15:00;2023-06-10T23:30:00+00:00;11.06.2023 00:30:00;346.2;8.92;8.11;21.24
2023-06-10T08:00:00+00:00;10.06.2023 09:00:00;2023-06-10T08:15:00+00:00;10.06.2023 09:15:00;340.4;8.94;8.18;20.76
2023-06-10T08:15:00+00:00;10.06.2023 09:15:00;2023-06-10T08:30:00+00:00;10.06.2023 09:30:00;340.9;8.94;8.19;20.8
2023-06-11T00:00:00+00:00;11.06.2023 01:00:00;2023-06-11T00:15:00+00:00;11.06.2023 01:15:00;345.1;8.86;8.11;21.2
2023-06-10T23:30:00+00:00;11.06.2023 00:30:00;2023-06-10T23:45:00+00:00;11.06.2023 00:45:00;345.5;8.91;8.11;21.22
2023-06-10T23:45:00+00:00;11.06.2023 00:45:00;2023-06-11T00:00:00+00:00;11.06.2023 01:00:00;345.4;8.89;8.11;21.21
2023-06-11T00:45:00+00:00;11.06.2023 01:45:00;2023-06-11T01:00:00+00:00;11.06.2023 02:00:00;344.7;8.83;8.1;21.17
2023-06-11T03:45:00+00:00;11.06.2023 04:45:00;2023-06-11T04:00:00+00:00;11.06.2023 05:00:00;344.5;8.7;8.11;21.14
2023-06-11T05:15:00+00:00;11.06.2023 06:15:00;2023-06-11T05:30:00+00:00;11.06.2023 06:30:00;344.3;8.67;8.12;21.17
2023-06-11T23:15:00+00:00;12.06.2023 00:15:00;2023-06-11T23:30:00+00:00;12.06.2023 00:30:00;341.1;8.64;8.08;21.61
2023-06-11T05:30:00+00:00;11.06.2023 06:30:00;2023-06-11T05:45:00+00:00;11.06.2023 06:45:00;343.5;8.66;8.13;21.18
2023-06-03T06:45:00+00:00;03.06.2023 07:45:00;2023-06-03T07:00:00+00:00;03.06.2023 08:00:00;343.2;9.48;8.24;18.41
2023-06-03T23:30:00+00:00;04.06.2023 00:30:00;2023-06-03T23:45:00+00:00;04.06.2023 00:45:00;344.0;9.49;8.25;19.05
2023-06-11T09:30:00+00:00;11.06.2023 10:30:00;2023-06-11T09:45:00+00:00;11.06.2023 10:45:00;341.5;8.8;8.18;21.5
2023-06-03T18:00:00+00:00;03.06.2023 19:00:00;2023-06-03T18:15:00+00:00;03.06.2023 19:15:00;343.5;9.54;8.21;18.91
2023-06-11T09:00:00+00:00;11.06.2023 10:00:00;2023-06-11T09:15:00+00:00;11.06.2023 10:15:00;342.8;8.76;8.17;21.43
2023-06-03T17:45:00+00:00;03.06.2023 18:45:00;2023-06-03T18:00:00+00:00;03.06.2023 19:00:00;343.8;9.54;8.21;18.91
2023-06-03T19:15:00+00:00;03.06.2023 20:15:00;2023-06-03T19:30:00+00:00;03.06.2023 20:30:00;344.6;9.55;8.22;18.94
2023-06-11T10:15:00+00:00;11.06.2023 11:15:00;2023-06-11T10:30:00+00:00;11.06.2023 11:30:00;340.6;8.86;8.19;21.58
2023-06-11T11:15:00+00:00;11.06.2023 12:15:00;2023-06-11T11:30:00+00:00;11.06.2023 12:30:00;339.5;8.98;8.2;21.72
2023-06-11T11:30:00+00:00;11.06.2023 12:30:00;2023-06-11T11:45:00+00:00;11.06.2023 12:45:00;338.9;8.99;8.2;21.76
2023-06-11T11:45:00+00:00;11.06.2023 12:45:00;2023-06-11T12:00:00+00:00;11.06.2023 13:00:00;339.2;9.03;8.21;21.8
2023-06-03T07:45:00+00:00;03.06.2023 08:45:00;2023-06-03T08:00:00+00:00;03.06.2023 09:00:00;342.6;9.54;8.23;18.42
2023-06-03T09:00:00+00:00;03.06.2023 10:00:00;2023-06-03T09:15:00+00:00;03.06.2023 10:15:00;342.3;9.6;8.23;18.47
2023-06-03T09:30:00+00:00;03.06.2023 10:30:00;2023-06-03T09:45:00+00:00;03.06.2023 10:45:00;343.3;9.63;8.23;18.52
2023-06-11T13:45:00+00:00;11.06.2023 14:45:00;2023-06-11T14:00:00+00:00;11.06.2023 15:00:00;342.7;9.21;8.23;22.02
2023-06-11T14:15:00+00:00;11.06.2023 15:15:00;2023-06-11T14:30:00+00:00;11.06.2023 15:30:00;343.0;9.21;8.23;22.01
2023-06-03T10:15:00+00:00;03.06.2023 11:15:00;2023-06-03T10:30:00+00:00;03.06.2023 11:30:00;342.7;9.65;8.23;18.56
2023-06-11T14:00:00+00:00;11.06.2023 15:00:00;2023-06-11T14:15:00+00:00;11.06.2023 15:15:00;343.1;9.21;8.23;22.0
2023-06-03T09:45:00+00:00;03.06.2023 10:45:00;2023-06-03T10:00:00+00:00;03.06.2023 11:00:00;343.1;9.64;8.23;18.53
2023-06-11T15:15:00+00:00;11.06.2023 16:15:00;2023-06-11T15:30:00+00:00;11.06.2023 16:30:00;342.9;9.26;8.23;22.09
2023-06-11T16:15:00+00:00;11.06.2023 17:15:00;2023-06-11T16:30:00+00:00;11.06.2023 17:30:00;343.3;9.23;8.22;22.08
2023-06-03T12:30:00+00:00;03.06.2023 13:30:00;2023-06-03T12:45:00+00:00;03.06.2023 13:45:00;343.4;9.63;8.23;18.71
2023-06-11T16:30:00+00:00;11.06.2023 17:30:00;2023-06-11T16:45:00+00:00;11.06.2023 17:45:00;343.5;9.21;8.21;22.07
2023-06-03T13:30:00+00:00;03.06.2023 14:30:00;2023-06-03T13:45:00+00:00;03.06.2023 14:45:00;343.1;9.61;8.22;18.75
2023-06-11T17:15:00+00:00;11.06.2023 18:15:00;2023-06-11T17:30:00+00:00;11.06.2023 18:30:00;343.5;9.16;8.2;22.05
2023-06-03T12:45:00+00:00;03.06.2023 13:45:00;2023-06-03T13:00:00+00:00;03.06.2023 14:00:00;343.4;9.63;8.22;18.73
2023-06-11T18:15:00+00:00;11.06.2023 19:15:00;2023-06-11T18:30:00+00:00;11.06.2023 19:30:00;343.7;9.07;8.18;22.01
2023-06-11T17:45:00+00:00;11.06.2023 18:45:00;2023-06-11T18:00:00+00:00;11.06.2023 19:00:00;343.2;9.09;8.19;22.01
2023-06-03T14:45:00+00:00;03.06.2023 15:45:00;2023-06-03T15:00:00+00:00;03.06.2023 16:00:00;342.9;9.6;8.21;18.78
2023-06-11T21:00:00+00:00;11.06.2023 22:00:00;2023-06-11T21:15:00+00:00;11.06.2023 22:15:00;336.4;8.85;8.12;21.68
2023-06-03T16:15:00+00:00;03.06.2023 17:15:00;2023-06-03T16:30:00+00:00;03.06.2023 17:30:00;343.1;9.55;8.2;18.84
2023-06-12T00:15:00+00:00;12.06.2023 01:15:00;2023-06-12T00:30:00+00:00;12.06.2023 01:30:00;340.5;8.57;8.08;21.66
2023-06-11T06:00:00+00:00;11.06.2023 07:00:00;2023-06-11T06:15:00+00:00;11.06.2023 07:15:00;344.0;8.66;8.13;21.19
2023-06-03T17:30:00+00:00;03.06.2023 18:30:00;2023-06-03T17:45:00+00:00;03.06.2023 18:45:00;342.9;9.55;8.21;18.9
2023-06-11T06:15:00+00:00;11.06.2023 07:15:00;2023-06-11T06:30:00+00:00;11.06.2023 07:30:00;343.5;8.67;8.13;21.2
2023-06-11T02:00:00+00:00;11.06.2023 03:00:00;2023-06-11T02:15:00+00:00;11.06.2023 03:15:00;344.0;8.78;8.1;21.11
2023-06-11T02:30:00+00:00;11.06.2023 03:30:00;2023-06-11T02:45:00+00:00;11.06.2023 03:45:00;344.3;8.75;8.11;21.1
2023-06-03T20:30:00+00:00;03.06.2023 21:30:00;2023-06-03T20:45:00+00:00;03.06.2023 21:45:00;344.2;9.55;8.23;18.95
2023-06-11T01:30:00+00:00;11.06.2023 02:30:00;2023-06-11T01:45:00+00:00;11.06.2023 02:45:00;344.5;8.81;8.1;21.14
2023-06-03T20:45:00+00:00;03.06.2023 21:45:00;2023-06-03T21:00:00+00:00;03.06.2023 22:00:00;344.5;9.56;8.23;18.96
2023-06-11T03:00:00+00:00;11.06.2023 04:00:00;2023-06-11T03:15:00+00:00;11.06.2023 04:15:00;344.1;8.73;8.11;21.11
2023-06-11T04:00:00+00:00;11.06.2023 05:00:00;2023-06-11T04:15:00+00:00;11.06.2023 05:15:00;344.0;8.69;8.11;21.14
2023-06-11T04:30:00+00:00;11.06.2023 05:30:00;2023-06-11T04:45:00+00:00;11.06.2023 05:45:00;344.7;8.68;8.11;21.16
2023-06-03T22:30:00+00:00;03.06.2023 23:30:00;2023-06-03T22:45:00+00:00;03.06.2023 23:45:00;344.2;9.54;8.25;19.02
2023-06-02T05:15:00+00:00;02.06.2023 06:15:00;2023-06-02T05:30:00+00:00;02.06.2023 06:30:00;340.8;9.35;8.23;18.14
2023-06-02T06:30:00+00:00;02.06.2023 07:30:00;2023-06-02T06:45:00+00:00;02.06.2023 07:45:00;340.1;9.39;8.23;18.15
2023-06-02T03:15:00+00:00;02.06.2023 04:15:00;2023-06-02T03:30:00+00:00;02.06.2023 04:30:00;340.7;9.36;8.23;18.13
2023-06-11T06:45:00+00:00;11.06.2023 07:45:00;2023-06-11T07:00:00+00:00;11.06.2023 08:00:00;344.4;8.68;8.13;21.23
2023-06-02T06:15:00+00:00;02.06.2023 07:15:00;2023-06-02T06:30:00+00:00;02.06.2023 07:30:00;340.1;9.38;8.23;18.15
2023-06-11T07:30:00+00:00;11.06.2023 08:30:00;2023-06-11T07:45:00+00:00;11.06.2023 08:45:00;344.0;8.68;8.15;21.28
2023-06-02T23:00:00+00:00;03.06.2023 00:00:00;2023-06-02T23:15:00+00:00;03.06.2023 00:15:00;344.2;9.59;8.24;18.55
2023-06-11T08:30:00+00:00;11.06.2023 09:30:00;2023-06-11T08:45:00+00:00;11.06.2023 09:45:00;342.9;8.73;8.16;21.38
2023-06-02T23:30:00+00:00;03.06.2023 00:30:00;2023-06-02T23:45:00+00:00;03.06.2023 00:45:00;343.1;9.57;8.24;18.51
2023-06-11T08:15:00+00:00;11.06.2023 09:15:00;2023-06-11T08:30:00+00:00;11.06.2023 09:30:00;342.5;8.73;8.16;21.36
2023-06-02T07:15:00+00:00;02.06.2023 08:15:00;2023-06-02T07:30:00+00:00;02.06.2023 08:30:00;346.8;9.49;8.23;18.14
2023-06-07T07:45:00+00:00;07.06.2023 08:45:00;2023-06-07T08:00:00+00:00;07.06.2023 09:00:00;334.7;9.21;8.27;19.86
2023-06-02T09:00:00+00:00;02.06.2023 10:00:00;2023-06-02T09:15:00+00:00;02.06.2023 10:15:00;345.6;9.62;8.23;18.18
2023-06-02T09:15:00+00:00;02.06.2023 10:15:00;2023-06-02T09:30:00+00:00;02.06.2023 10:30:00;346.3;9.63;8.23;18.18
2023-06-02T09:30:00+00:00;02.06.2023 10:30:00;2023-06-02T09:45:00+00:00;02.06.2023 10:45:00;346.8;9.65;8.23;18.2
2023-06-02T11:30:00+00:00;02.06.2023 12:30:00;2023-06-02T11:45:00+00:00;02.06.2023 12:45:00;349.1;9.69;8.23;18.28
2023-06-07T09:30:00+00:00;07.06.2023 10:30:00;2023-06-07T09:45:00+00:00;07.06.2023 10:45:00;335.2;9.32;8.28;19.97
2023-06-07T09:00:00+00:00;07.06.2023 10:00:00;2023-06-07T09:15:00+00:00;07.06.2023 10:15:00;335.2;9.28;8.28;19.93
2023-06-02T11:45:00+00:00;02.06.2023 12:45:00;2023-06-02T12:00:00+00:00;02.06.2023 13:00:00;349.5;9.69;8.23;18.27
2023-06-07T12:30:00+00:00;07.06.2023 13:30:00;2023-06-07T12:45:00+00:00;07.06.2023 13:45:00;344.8;9.58;8.19;20.24
2023-06-02T15:30:00+00:00;02.06.2023 16:30:00;2023-06-02T15:45:00+00:00;02.06.2023 16:45:00;345.0;9.65;8.2;18.39
2023-06-02T14:30:00+00:00;02.06.2023 15:30:00;2023-06-02T14:45:00+00:00;02.06.2023 15:45:00;344.3;9.67;8.21;18.37
2023-06-02T14:45:00+00:00;02.06.2023 15:45:00;2023-06-02T15:00:00+00:00;02.06.2023 16:00:00;344.6;9.66;8.21;18.37
2023-06-07T17:30:00+00:00;07.06.2023 18:30:00;2023-06-07T17:45:00+00:00;07.06.2023 18:45:00;337.8;9.46;8.13;20.08
2023-06-02T15:00:00+00:00;02.06.2023 16:00:00;2023-06-02T15:15:00+00:00;02.06.2023 16:15:00;343.8;9.66;8.21;18.37
2023-06-02T16:00:00+00:00;02.06.2023 17:00:00;2023-06-02T16:15:00+00:00;02.06.2023 17:15:00;344.1;9.63;8.21;18.41
2023-06-02T16:15:00+00:00;02.06.2023 17:15:00;2023-06-02T16:30:00+00:00;02.06.2023 17:30:00;344.7;9.62;8.2;18.42
2023-06-02T15:45:00+00:00;02.06.2023 16:45:00;2023-06-02T16:00:00+00:00;02.06.2023 17:00:00;344.0;9.64;8.21;18.4
2023-06-02T16:45:00+00:00;02.06.2023 17:45:00;2023-06-02T17:00:00+00:00;02.06.2023 18:00:00;344.8;9.61;8.21;18.45
2023-06-02T17:15:00+00:00;02.06.2023 18:15:00;2023-06-02T17:30:00+00:00;02.06.2023 18:30:00;344.8;9.61;8.21;18.47
2023-06-07T13:00:00+00:00;07.06.2023 14:00:00;2023-06-07T13:15:00+00:00;07.06.2023 14:15:00;345.2;9.59;8.19;20.28
2023-06-07T13:30:00+00:00;07.06.2023 14:30:00;2023-06-07T13:45:00+00:00;07.06.2023 14:45:00;344.8;9.59;8.18;20.3
2023-06-07T13:45:00+00:00;07.06.2023 14:45:00;2023-06-07T14:00:00+00:00;07.06.2023 15:00:00;344.3;9.57;8.18;20.29
2023-06-02T19:30:00+00:00;02.06.2023 20:30:00;2023-06-02T19:45:00+00:00;02.06.2023 20:45:00;343.8;9.67;8.22;18.56
2023-06-02T20:00:00+00:00;02.06.2023 21:00:00;2023-06-02T20:15:00+00:00;02.06.2023 21:15:00;344.3;9.66;8.22;18.57
2023-06-02T20:15:00+00:00;02.06.2023 21:15:00;2023-06-02T20:30:00+00:00;02.06.2023 21:30:00;343.7;9.67;8.23;18.57
2023-06-02T21:30:00+00:00;02.06.2023 22:30:00;2023-06-02T21:45:00+00:00;02.06.2023 22:45:00;344.8;9.63;8.24;18.57
2023-06-07T18:30:00+00:00;07.06.2023 19:30:00;2023-06-07T18:45:00+00:00;07.06.2023 19:45:00;338.5;9.4;8.12;20.06
2023-06-02T21:45:00+00:00;02.06.2023 22:45:00;2023-06-02T22:00:00+00:00;02.06.2023 23:00:00;344.5;9.62;8.24;18.57
2023-06-02T22:15:00+00:00;02.06.2023 23:15:00;2023-06-02T22:30:00+00:00;02.06.2023 23:30:00;345.0;9.6;8.24;18.57
2023-06-07T17:45:00+00:00;07.06.2023 18:45:00;2023-06-07T18:00:00+00:00;07.06.2023 19:00:00;337.9;9.43;8.13;20.06
2023-06-03T00:00:00+00:00;03.06.2023 01:00:00;2023-06-03T00:15:00+00:00;03.06.2023 01:15:00;341.4;9.52;8.24;18.45
2023-06-03T00:15:00+00:00;03.06.2023 01:15:00;2023-06-03T00:30:00+00:00;03.06.2023 01:30:00;340.7;9.52;8.24;18.42
2023-06-07T19:30:00+00:00;07.06.2023 20:30:00;2023-06-07T19:45:00+00:00;07.06.2023 20:45:00;340.6;9.36;8.12;20.09
2023-06-03T01:00:00+00:00;03.06.2023 02:00:00;2023-06-03T01:15:00+00:00;03.06.2023 02:15:00;337.9;9.46;8.23;18.33
2023-06-03T03:15:00+00:00;03.06.2023 04:15:00;2023-06-03T03:30:00+00:00;03.06.2023 04:30:00;339.7;9.38;8.23;18.32
2023-06-03T03:00:00+00:00;03.06.2023 04:00:00;2023-06-03T03:15:00+00:00;03.06.2023 04:15:00;338.7;9.39;8.23;18.31
2023-06-07T22:30:00+00:00;07.06.2023 23:30:00;2023-06-07T22:45:00+00:00;07.06.2023 23:45:00;344.6;9.25;8.13;20.23
2023-06-07T21:45:00+00:00;07.06.2023 22:45:00;2023-06-07T22:00:00+00:00;07.06.2023 23:00:00;343.8;9.27;8.13;20.21
2023-06-07T22:45:00+00:00;07.06.2023 23:45:00;2023-06-07T23:00:00+00:00;08.06.2023 00:00:00;344.4;9.25;8.13;20.23
2023-06-07T23:00:00+00:00;08.06.2023 00:00:00;2023-06-07T23:15:00+00:00;08.06.2023 00:15:00;345.0;9.24;8.13;20.24
2023-06-07T23:15:00+00:00;08.06.2023 00:15:00;2023-06-07T23:30:00+00:00;08.06.2023 00:30:00;345.3;9.23;8.13;20.24
2023-06-03T04:45:00+00:00;03.06.2023 05:45:00;2023-06-03T05:00:00+00:00;03.06.2023 06:00:00;342.5;9.4;8.23;18.39
2023-06-03T05:00:00+00:00;03.06.2023 06:00:00;2023-06-03T05:15:00+00:00;03.06.2023 06:15:00;342.9;9.41;8.23;18.4
2023-06-03T05:30:00+00:00;03.06.2023 06:30:00;2023-06-03T05:45:00+00:00;03.06.2023 06:45:00;342.6;9.42;8.24;18.4
2023-06-07T23:45:00+00:00;08.06.2023 00:45:00;2023-06-08T00:00:00+00:00;08.06.2023 01:00:00;345.9;9.22;8.13;20.24
2023-06-04T00:00:00+00:00;04.06.2023 01:00:00;2023-06-04T00:15:00+00:00;04.06.2023 01:15:00;343.5;9.45;8.26;19.07
2023-06-08T01:15:00+00:00;08.06.2023 02:15:00;2023-06-08T01:30:00+00:00;08.06.2023 02:30:00;343.9;9.17;8.14;20.17
2023-06-08T01:45:00+00:00;08.06.2023 02:45:00;2023-06-08T02:00:00+00:00;08.06.2023 03:00:00;341.9;9.16;8.14;20.09
2023-06-08T02:00:00+00:00;08.06.2023 03:00:00;2023-06-08T02:15:00+00:00;08.06.2023 03:15:00;340.5;9.16;8.14;20.05
2023-06-08T02:15:00+00:00;08.06.2023 03:15:00;2023-06-08T02:30:00+00:00;08.06.2023 03:30:00;339.6;9.16;8.14;20.01
2023-06-09T00:15:00+00:00;09.06.2023 01:15:00;2023-06-09T00:30:00+00:00;09.06.2023 01:30:00;345.6;9.06;8.12;20.6
2023-06-04T01:30:00+00:00;04.06.2023 02:30:00;2023-06-04T01:45:00+00:00;04.06.2023 02:45:00;342.3;9.35;8.26;19.11
2023-06-04T01:15:00+00:00;04.06.2023 02:15:00;2023-06-04T01:30:00+00:00;04.06.2023 02:30:00;342.5;9.38;8.26;19.11
2023-06-04T00:45:00+00:00;04.06.2023 01:45:00;2023-06-04T01:00:00+00:00;04.06.2023 02:00:00;342.8;9.41;8.26;19.09
2023-06-04T02:30:00+00:00;04.06.2023 03:30:00;2023-06-04T02:45:00+00:00;04.06.2023 03:45:00;342.0;9.3;8.26;19.14
2023-06-04T02:45:00+00:00;04.06.2023 03:45:00;2023-06-04T03:00:00+00:00;04.06.2023 04:00:00;342.3;9.3;8.25;19.14
2023-06-08T23:30:00+00:00;09.06.2023 00:30:00;2023-06-08T23:45:00+00:00;09.06.2023 00:45:00;346.7;9.1;8.12;20.64
2023-06-08T23:15:00+00:00;09.06.2023 00:15:00;2023-06-08T23:30:00+00:00;09.06.2023 00:30:00;346.7;9.12;8.12;20.66
2023-06-04T03:15:00+00:00;04.06.2023 04:15:00;2023-06-04T03:30:00+00:00;04.06.2023 04:30:00;341.4;9.27;8.25;19.14
2023-06-09T00:00:00+00:00;09.06.2023 01:00:00;2023-06-09T00:15:00+00:00;09.06.2023 01:15:00;346.1;9.08;8.11;20.61
2023-06-04T03:45:00+00:00;04.06.2023 04:45:00;2023-06-04T04:00:00+00:00;04.06.2023 05:00:00;341.2;9.26;8.25;19.16
2023-06-04T04:00:00+00:00;04.06.2023 05:00:00;2023-06-04T04:15:00+00:00;04.06.2023 05:15:00;340.6;9.26;8.25;19.17
2023-06-09T01:30:00+00:00;09.06.2023 02:30:00;2023-06-09T01:45:00+00:00;09.06.2023 02:45:00;346.7;9.01;8.12;20.57
2023-06-09T01:45:00+00:00;09.06.2023 02:45:00;2023-06-09T02:00:00+00:00;09.06.2023 03:00:00;346.5;9.0;8.12;20.57
2023-06-12T01:30:00+00:00;12.06.2023 02:30:00;2023-06-12T01:45:00+00:00;12.06.2023 02:45:00;341.2;8.53;8.07;21.69
2023-06-04T05:30:00+00:00;04.06.2023 06:30:00;2023-06-04T05:45:00+00:00;04.06.2023 06:45:00;340.9;9.24;8.25;19.18
2023-06-12T01:45:00+00:00;12.06.2023 02:45:00;2023-06-12T02:00:00+00:00;12.06.2023 03:00:00;340.8;8.53;8.07;21.69
2023-06-04T12:45:00+00:00;04.06.2023 13:45:00;2023-06-04T13:00:00+00:00;04.06.2023 14:00:00;343.4;9.44;8.23;19.41
2023-06-04T13:15:00+00:00;04.06.2023 14:15:00;2023-06-04T13:30:00+00:00;04.06.2023 14:30:00;343.6;9.41;8.23;19.44
2023-06-04T10:45:00+00:00;04.06.2023 11:45:00;2023-06-04T11:00:00+00:00;04.06.2023 12:00:00;342.5;9.46;8.23;19.29
2023-06-04T04:45:00+00:00;04.06.2023 05:45:00;2023-06-04T05:00:00+00:00;04.06.2023 06:00:00;341.2;9.25;8.25;19.19
2023-06-04T07:00:00+00:00;04.06.2023 08:00:00;2023-06-04T07:15:00+00:00;04.06.2023 08:15:00;339.9;9.29;8.24;19.14
2023-06-04T07:15:00+00:00;04.06.2023 08:15:00;2023-06-04T07:30:00+00:00;04.06.2023 08:30:00;339.7;9.3;8.24;19.14
2023-06-04T08:00:00+00:00;04.06.2023 09:00:00;2023-06-04T08:15:00+00:00;04.06.2023 09:15:00;339.3;9.34;8.24;19.14
2023-06-04T08:15:00+00:00;04.06.2023 09:15:00;2023-06-04T08:30:00+00:00;04.06.2023 09:30:00;339.2;9.35;8.24;19.15
2023-06-04T11:00:00+00:00;04.06.2023 12:00:00;2023-06-04T11:15:00+00:00;04.06.2023 12:15:00;343.0;9.45;8.23;19.3
2023-06-04T12:00:00+00:00;04.06.2023 13:00:00;2023-06-04T12:15:00+00:00;04.06.2023 13:15:00;343.1;9.44;8.23;19.36
2023-06-04T14:00:00+00:00;04.06.2023 15:00:00;2023-06-04T14:15:00+00:00;04.06.2023 15:15:00;343.9;9.41;8.22;19.47
2023-06-04T15:15:00+00:00;04.06.2023 16:15:00;2023-06-04T15:30:00+00:00;04.06.2023 16:30:00;343.3;9.38;8.22;19.52
2023-06-04T14:30:00+00:00;04.06.2023 15:30:00;2023-06-04T14:45:00+00:00;04.06.2023 15:45:00;343.9;9.4;8.22;19.49
2023-06-04T15:45:00+00:00;04.06.2023 16:45:00;2023-06-04T16:00:00+00:00;04.06.2023 17:00:00;343.5;9.36;8.22;19.52
2023-06-04T16:00:00+00:00;04.06.2023 17:00:00;2023-06-04T16:15:00+00:00;04.06.2023 17:15:00;343.1;9.36;8.22;19.52
2023-06-04T16:30:00+00:00;04.06.2023 17:30:00;2023-06-04T16:45:00+00:00;04.06.2023 17:45:00;343.0;9.34;8.21;19.53
2023-06-04T17:15:00+00:00;04.06.2023 18:15:00;2023-06-04T17:30:00+00:00;04.06.2023 18:30:00;342.3;9.33;8.21;19.52
2023-06-04T16:45:00+00:00;04.06.2023 17:45:00;2023-06-04T17:00:00+00:00;04.06.2023 18:00:00;342.7;9.33;8.21;19.52
2023-06-04T19:00:00+00:00;04.06.2023 20:00:00;2023-06-04T19:15:00+00:00;04.06.2023 20:15:00;343.2;9.31;8.22;19.53
2023-06-04T21:45:00+00:00;04.06.2023 22:45:00;2023-06-04T22:00:00+00:00;04.06.2023 23:00:00;339.9;9.32;8.24;19.58
2023-06-04T22:15:00+00:00;04.06.2023 23:15:00;2023-06-04T22:30:00+00:00;04.06.2023 23:30:00;340.4;9.3;8.24;19.57
2023-06-04T22:45:00+00:00;04.06.2023 23:45:00;2023-06-04T23:00:00+00:00;05.06.2023 00:00:00;342.1;9.28;8.25;19.55
2023-06-05T01:00:00+00:00;05.06.2023 02:00:00;2023-06-05T01:15:00+00:00;05.06.2023 02:15:00;340.8;9.15;8.25;19.51
2023-06-05T01:15:00+00:00;05.06.2023 02:15:00;2023-06-05T01:30:00+00:00;05.06.2023 02:30:00;341.1;9.13;8.25;19.51
2023-05-31T05:00:00+00:00;31.05.2023 06:00:00;2023-05-31T05:15:00+00:00;31.05.2023 06:15:00;340.3;9.44;8.2;17.4
2023-05-31T05:15:00+00:00;31.05.2023 06:15:00;2023-05-31T05:30:00+00:00;31.05.2023 06:30:00;339.7;9.44;8.2;17.4
2023-05-31T04:15:00+00:00;31.05.2023 05:15:00;2023-05-31T04:30:00+00:00;31.05.2023 05:30:00;340.7;9.44;8.21;17.39
2023-06-12T04:15:00+00:00;12.06.2023 05:15:00;2023-06-12T04:30:00+00:00;12.06.2023 05:30:00;340.8;8.45;8.09;21.68
2023-05-31T03:15:00+00:00;31.05.2023 04:15:00;2023-05-31T03:30:00+00:00;31.05.2023 04:30:00;341.7;9.44;8.21;17.38
2023-05-31T05:30:00+00:00;31.05.2023 06:30:00;2023-05-31T05:45:00+00:00;31.05.2023 06:45:00;339.6;9.45;8.2;17.4
2023-06-12T02:45:00+00:00;12.06.2023 03:45:00;2023-06-12T03:00:00+00:00;12.06.2023 04:00:00;342.5;8.49;8.08;21.69
2023-05-31T04:45:00+00:00;31.05.2023 05:45:00;2023-05-31T05:00:00+00:00;31.05.2023 06:00:00;340.0;9.44;8.21;17.4
2023-06-12T03:30:00+00:00;12.06.2023 04:30:00;2023-06-12T03:45:00+00:00;12.06.2023 04:45:00;340.7;8.48;8.08;21.68
2023-06-12T04:30:00+00:00;12.06.2023 05:30:00;2023-06-12T04:45:00+00:00;12.06.2023 05:45:00;341.4;8.45;8.09;21.68
2023-06-12T04:45:00+00:00;12.06.2023 05:45:00;2023-06-12T05:00:00+00:00;12.06.2023 06:00:00;341.2;8.45;8.09;21.68
2023-05-31T06:30:00+00:00;31.05.2023 07:30:00;2023-05-31T06:45:00+00:00;31.05.2023 07:45:00;339.3;9.47;8.2;17.39
2023-05-31T06:45:00+00:00;31.05.2023 07:45:00;2023-05-31T07:00:00+00:00;31.05.2023 08:00:00;339.1;9.48;8.2;17.39
2023-05-31T11:00:00+00:00;31.05.2023 12:00:00;2023-05-31T11:15:00+00:00;31.05.2023 12:15:00;340.6;9.57;8.2;17.54
2023-05-31T11:45:00+00:00;31.05.2023 12:45:00;2023-05-31T12:00:00+00:00;31.05.2023 13:00:00;341.1;9.58;8.2;17.61
2023-05-31T12:30:00+00:00;31.05.2023 13:30:00;2023-05-31T12:45:00+00:00;31.05.2023 13:45:00;341.6;9.57;8.2;17.67
2023-05-31T17:30:00+00:00;31.05.2023 18:30:00;2023-05-31T17:45:00+00:00;31.05.2023 18:45:00;339.9;9.58;8.2;17.92
2023-05-31T08:30:00+00:00;31.05.2023 09:30:00;2023-05-31T08:45:00+00:00;31.05.2023 09:45:00;338.9;9.54;8.2;17.43
2023-05-31T08:00:00+00:00;31.05.2023 09:00:00;2023-05-31T08:15:00+00:00;31.05.2023 09:15:00;338.3;9.52;8.2;17.41
2023-05-31T09:15:00+00:00;31.05.2023 10:15:00;2023-05-31T09:30:00+00:00;31.05.2023 10:30:00;338.8;9.57;8.2;17.45
2023-05-31T09:30:00+00:00;31.05.2023 10:30:00;2023-05-31T09:45:00+00:00;31.05.2023 10:45:00;339.3;9.58;8.2;17.46
2023-05-31T16:45:00+00:00;31.05.2023 17:45:00;2023-05-31T17:00:00+00:00;31.05.2023 18:00:00;339.5;9.59;8.19;17.88
2023-05-31T14:30:00+00:00;31.05.2023 15:30:00;2023-05-31T14:45:00+00:00;31.05.2023 15:45:00;340.2;9.59;8.19;17.79
